Province_State,Admin2,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06
Colorado,Adams,0,0,0,0,0,0,0,0,2,2,2,7,9,10,12
Colorado,Alamosa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Arapahoe,0,0,0,0,0,1,3,3,6,6,7,10,10,13,15
Colorado,Archuleta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Baca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Bent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Boulder,0,0,0,0,0,1,1,1,2,2,2,2,2,3,3
Colorado,Broomfield,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2
Colorado,Chaffee,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2
Colorado,Cheyenne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Clear Creek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Conejos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Costilla,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Crowley,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,Custer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Delta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Denver,0,0,3,3,3,3,5,5,7,7,8,11,14,16,15
Colorado,Dolores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Douglas,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3
Colorado,Eagle,1,1,1,1,1,1,2,2,4,4,4,4,5,5,5
Colorado,Elbert,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Colorado,El Paso,3,4,5,5,5,7,11,11,13,13,14,16,18,25,28
Colorado,Fremont,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Garfield,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
Colorado,Gilpin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Grand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Gunnison,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,Hinsdale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Huerfano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Jackson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Jefferson,0,0,2,2,2,5,5,5,6,6,7,9,13,17,18
Colorado,Kiowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Kit Carson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,La Plata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Larimer,0,0,0,1,1,1,3,3,6,6,7,7,7,8,8
Colorado,Las Animas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Lincoln,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Logan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Mesa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Mineral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Moffat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Montezuma,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Colorado,Montrose,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2
Colorado,Morgan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Otero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Ouray,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Phillips,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Pitkin,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2
Colorado,Prowers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Pueblo,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2
Colorado,Rio Blanco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Rio Grande,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Routt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Saguache,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,San Juan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,San Miguel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Sedgwick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Summit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Teller,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
Colorado,Washington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Weld,2,2,4,4,4,6,9,9,12,12,13,16,16,24,26
Colorado,Yuma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colorado,Out of CO,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
Colorado,Unassigned,0,0,0,0,8,1,1,1,1,1,4,0,0,0,0
