Province_State,Admin2,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03
Oklahoma,Lincoln,0,0,0,1,3,3,3,4,5,5,6,7
Oklahoma,Logan,1,1,3,3,3,3,3,4,4,4,5,5
Oklahoma,Love,0,0,0,0,0,0,0,1,1,1,2,2
Oklahoma,McClain,1,1,1,2,2,2,2,2,3,9,11,10
Oklahoma,McCurtain,0,0,0,0,0,0,0,0,0,0,0,1
Oklahoma,McIntosh,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Major,0,0,0,0,0,0,0,0,0,0,0,1
Oklahoma,Marshall,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Mayes,0,1,1,2,2,3,3,4,4,5,5,5
Oklahoma,Murray,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Muskogee,1,1,1,4,5,7,7,7,8,13,15,16
Oklahoma,Noble,1,2,2,2,3,3,3,3,4,5,5,5
Oklahoma,Nowata,0,0,0,0,0,1,3,4,5,5,6,7
Oklahoma,Okfuskee,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Oklahoma,29,41,55,73,94,107,120,134,155,192,216,237
Oklahoma,Okmulgee,0,0,0,2,2,2,3,3,3,4,5,7
Oklahoma,Osage,0,0,1,3,5,6,10,11,16,19,22,21
Oklahoma,Ottawa,0,0,0,1,1,4,4,6,7,7,8,8
Oklahoma,Pawnee,3,4,7,10,14,14,15,15,15,15,15,16
Oklahoma,Payne,3,3,3,5,7,12,13,14,15,16,18,18
Oklahoma,Pittsburg,0,0,0,0,2,2,2,2,2,2,2,2
Oklahoma,Pontotoc,1,1,1,1,2,3,3,3,5,5,5,7
Oklahoma,Pottawatomie,0,0,1,2,2,2,2,2,5,6,9,11
Oklahoma,Pushmataha,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Roger Mills,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Rogers,0,0,0,0,0,0,1,1,3,4,8,10
Oklahoma,Seminole,0,0,0,0,0,0,1,1,1,1,1,1
Oklahoma,Sequoyah,0,0,0,1,1,2,2,2,2,2,4,4
Oklahoma,Stephens,0,0,1,1,1,2,2,2,5,6,7,8
Oklahoma,Texas,0,0,0,0,0,0,1,1,1,1,1,1
Oklahoma,Tillman,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Tulsa,11,12,27,41,49,57,61,65,83,115,151,175
Oklahoma,Wagoner,0,0,3,6,8,8,8,8,10,15,24,30
Oklahoma,Washington,2,2,3,5,9,14,18,20,21,23,24,28
Oklahoma,Washita,0,0,0,0,0,0,0,0,0,0,0,1
Oklahoma,Woods,0,0,0,0,0,0,0,0,0,0,0,0
Oklahoma,Woodward,0,0,0,0,0,0,0,0,0,0,1,1
Oklahoma,Out of OK,0,0,0,0,0,0,0,0,2,2,2,2
Oklahoma,Unassigned,0,0,0,0,0,0,0,0,0,0,0,0
