Province_State,Admin2,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03
Connecticut,Fairfield,270,384,546,607,752,908,1245,1445,1870,1986,2132,2716
Connecticut,Hartford,61,88,116,138,189,228,276,330,393,469,539,679
Connecticut,Litchfield,13,22,33,44,52,65,87,113,121,131,141,173
Connecticut,Middlesex,8,8,15,18,25,28,38,50,56,66,74,91
Connecticut,New Haven,41,89,127,156,222,236,280,373,517,611,647,891
Connecticut,New London,4,6,9,13,15,19,20,24,27,29,29,40
Connecticut,Tolland,16,19,27,33,33,37,40,50,56,61,67,79
Connecticut,Windham,2,2,2,3,3,3,7,10,11,19,21,27
Connecticut,Out of CT,0,0,0,0,0,0,0,0,0,0,0,0
Connecticut,Unassigned,0,0,0,0,0,0,0,176,77,185,174,218
