Province_State,Admin2,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30
Hawaii,Hawaii,0,0,0,0,0,0,0,0
Hawaii,Honolulu,0,1,0,0,0,0,0,0
Hawaii,Kalawao,0,0,0,0,0,0,0,0
Hawaii,Kauai,0,0,0,0,0,0,0,0
Hawaii,Maui,0,0,0,0,0,0,0,0
Hawaii,Out of HI,0,0,0,0,0,0,0,0
Hawaii,Unassigned,0,0,0,0,0,0,0,0
